类型,书名,出版日期,出版社,现价,原价,折扣,详细说明,图片地址
Go 语言, GO语言公链开发实战 郑东旭 等著 计算机网络 程序设计 编程语言与程序设计 公链开发技术的入门书籍 机械工业出版社 9 100%正版图书，出版社仓库直发，提供电子发票，下单填写信息即可,,机械工业出版社,¥62.30,¥89.00,7折 ,,https://img3m8.ddimg.cn/26/4/652784048-1_b_1.jpg
Go 语言, 【正版】正版全新Go语言·云动力(云计算时代的新型编程语言)[新加坡]樊虹 ,2023-04-11,人民邮电出版社,¥20.00,¥60.00,3.34折 ,,https://img3m3.ddimg.cn/82/11/11410136083-1_b_2.jpg
Go 语言," Go语言编程 柴树杉,曹春晖 著 人民邮电出版社【正版书籍，达额立减】 本店支持开电子发票，请确认收货以后联系客服提供您的邮箱地址",2019-07-01,人民邮电出版社,¥59.33,¥89.00,6.67折 ,截至2019年，Go语言已历经10 年，互联网公司的新兴项目已经在逐渐向Go语言生态转移。随着用户的不断积累，Go语言相关教程随之增加，这些教程主要涵盖Go语言基础编程、Web编程、并发编程和内部源码剖析等诸多内容。 本书聚焦于主流Go语言书中缺失的或刻意回避的部分主题，主要面向希望深入了解Go语言，是对Go语言和其他语言的混合编程、Go汇编语言的工作机制、构造Web框架和分布式开发等领域感兴趣的学生、工程师和研究人员。阅读本书需要读者对Go语言有的认识和使用经验。 本书关于CGO编程和Go汇编语言的讲解在中国乃至全球Go语言出版物中是有特色的。 本书主要内容 Go语言演化历史。 CGO编程技术。 Go汇编语言。 RPC和gRPC。 构造Web框架的方法。 分布式系统。,https://img3m8.ddimg.cn/31/33/11429956228-1_b_1.jpg
Go 语言, Go语言开发实战（慕课版） ,2019-12-01,人民邮电,¥47.94,¥68.00,7.05折 ,,https://img3m5.ddimg.cn/26/23/11197973285-1_b_1.jpg
Go 语言, Go语言趣学指南 黄健宏译 go语言入门教程书籍go程序设计语言实战编程学习核心编程Go语言从入门到进阶实战go语言程序 ,,人民邮电出版社,¥64.96,¥69.00,9.42折 ,,https://img3m2.ddimg.cn/41/30/11406344342-1_b_1.jpg
Go 语言, 【】Go语言编程 柴树杉曹春辉著 go语言进阶实战云计算云存储区块链web编程书程序设计入门计算机网络电脑教程书籍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票。,,人民邮电出版社,¥57.83,¥88.32,6.55折 ,,https://img3m3.ddimg.cn/50/1/11218809443-1_b_1.jpg
Go 语言, Go语言程序设计【售后无忧】 【正版图书】,2013-08-01,人民邮电出版社,¥15.59,¥33.40,4.67折 ,,https://img3m0.ddimg.cn/26/25/11413017620-1_b_1.jpg
Go 语言, 【正品速发】Go语言编程+Go语言核心编程 2册 golang教程实战自学基础入门精通实践开发 Go语言编程自学宝典图书 ,2020-05-01,东南大学出版社,¥173.00,¥173.00,10折,,https://img3m9.ddimg.cn/15/16/11387164749-1_b_2.jpg
Go 语言, Go语言底层原理剖析 ,2021-08-01,电子工业,¥57.40,¥99.00,5.8折 ,,https://img3m5.ddimg.cn/68/0/11428323755-1_b_1.jpg
Go 语言, Go语言设计与实现 左书祺 著 专业科技 编程语言 程序设计（新） 正版图书籍人民邮电出版社 ,2021-11-01,人民邮电出版社,¥105.00,¥221.00,4.76折 ,,https://img3m3.ddimg.cn/42/17/11364713853-1_b_2.jpg
Go 语言, Go语言学 雨痕 计算机与网络 籍 ,2016-07-01,不详,¥81.00,¥89.00,9.11折 ,,https://img3m4.ddimg.cn/3/27/11381427984-1_b_1.jpg
Go 语言," Go语言趣学指南 (加)内森·扬曼(Nathan Youngman),(英)罗杰·佩珀(Roger Peppe) 著 黄 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！",2020-04-01,人民邮电出版社,¥50.40,¥69.00,7.31折 ,Go是谷歌公司为了解决重大问题而设计的一种小型编程语言。完成大型项目需要大型团队，而大型团队中团队成员的经验水平往往各不相同。Go是一种小巧却功能强大的语言，它能够被任何人理解和使用，无论其经验如何。快速、现代的编程语言能让业余爱好者、初学者和专业人员都受益。你需要的正是这样的语言。本书针对Go语言基础知识提供了实操性的指导，使你能够掌握Go语法，使用类型和函数，探索状态和并发等更重要的概念，并通过大量练习来巩固学到的知识。本书包括以下内容：●切片、接口、指针和并发等重要语言概念；●地鼠太空航行、火星探测器、文本加密以及人类繁衍模拟等7个单元实验；●无须安装即可在Go Playground中运行的示例。本书面向所有熟悉计算机编程以及渴望获得这一技能的人。,https://img3m0.ddimg.cn/49/19/1606718470-1_b_5.jpg
Go 语言, Go语言机器学习实战/机器学习系列 ,2020-04-01,机械工业,¥55.69,¥79.00,7.05折 ,,https://img3m5.ddimg.cn/23/2/11178565025-1_b_1.jpg
Go 语言, Go语言编程 柴树杉曹春辉著 go语言进阶实战 云计算云存储区块链时代重要编程语言 GO编程web编程书 Go语言编程自 C7,2021-04-20,人民邮电出版社,¥52.10,¥89.00,5.86折 ,,https://img3m0.ddimg.cn/92/33/605209070-1_b_1.jpg
Go 语言, Go语言机器学习实战/机器学习系列 ,2020-04-01,机械工业,¥55.70,¥79.00,7.06折 ,,https://img3m7.ddimg.cn/19/17/11132457157-1_b_1.jpg
Go 语言, Go语言设计模式 电子工业出版社 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！,2023-02-01,电子工业出版社,¥54.50,¥109.00,5折 ,"""（1）一线技术，突出实战。（2）零基础入门，循序渐进。（3）丰富图示，更易理解。（4）突出实战，快速突击。（5）实战方案可以二次开发，用于进行实战部署。""",https://img3m7.ddimg.cn/81/7/11385124227-1_b_2.jpg
Go 语言, Go语言开发实战 慕课版 千锋教育 GO语言零基础初学入门教程 Go语言语法面向对象编程网络数据库并发编程 GO从入门到 ,2023-02-18,人民邮电出版社,¥78.85,¥107.44,7.34折 ,,https://img3m3.ddimg.cn/34/6/11358753253-1_b_2.jpg
Go 语言, Go 语言从基础到中台微服务实战开发 朱著显 深入Go语言和微服务框架Go程序设计语言 Go并发编程实战教程书籍 go语 正版新书 正规电子发票 联系客服领取,,中国水利水电出版社,¥57.17,¥79.00,7.24折 ,,https://img3m5.ddimg.cn/90/29/11434820355-1_b_1.jpg
Go 语言, Go语言学习笔记 雨痕 go语言程序设计教程 go语言编程实战指南 计算机软件开发 go语言入门系统程序设计 Go源码剖 ,,电子工业出版社,¥100.42,¥120.60,8.33折 ,,https://img3m7.ddimg.cn/56/8/11245172357-1_b_1.jpg
Go 语言, Go语言实战 Go应用程序管理机制用户界面创建微服务器通信模式图书 Go语言实践应用技术 Go语言学习笔记 Go语言学习 ,2019-01-01,机械工业出版社,¥77.88,¥79.12,9.85折 ,,https://img3m6.ddimg.cn/47/28/11433770516-1_b_1.jpg
Go 语言, GO语言编程从入门到实践+Go语言 2版 2本 清华大学出版社图书籍 ,2016-06-01,不详,¥237.50,¥267.00,8.9折 ,,https://img3m4.ddimg.cn/26/24/11321211554-1_b_1.jpg
Go 语言, Go语言入门经典 Go语言从入门到进阶实战Go语言编程入门教材书籍 golang教程实战自学基础入门 ,2022-03-16,人民邮电出版社,¥49.65,¥59.00,8.42折 ,,https://img3m6.ddimg.cn/69/28/11195280726-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 谢伟 核心知识应用 图表库 命令行工具 网络爬虫 GraphQL 面向接口编程 机械工业出版社 ,2021-06-01,机械工业出版社,¥94.09,¥188.02,5.01折 ,,https://img3m0.ddimg.cn/58/22/11373230740-1_b_2.jpg
Go 语言, Go语言定制指南 Go语言编程入门golag教程实战自学基础入门实践开发 Go语言编程自学 Go语言实践编程全新 温馨提示: 正版保障 贴心售后 收藏商品 优先发货 部分书籍卖价高于定价 介者慎拍. 部分赠品赠完为止。,2022-04-01,人民邮电出版社,¥78.94,¥79.90,9.88折 ,,https://img3m1.ddimg.cn/33/18/11425335801-1_b_1.jpg
Go 语言, 【正版全新】Go语言编程之旅(一起用Go做项目)L ,,电子工业出版社,¥68.32,¥108.00,6.33折 ,,https://img3m4.ddimg.cn/24/31/11439173814-1_b_1.jpg
Go 语言, Go语言编程 许式伟 吕桂华 等编著 人民邮电出版社【正版书籍，达额立减】 本店支持电子发票，请确认收货以后联系客服提供您的邮箱地址,2012-09-01,人民邮电出版社,¥44.48,¥49.00,9.08折 ,,https://img3m7.ddimg.cn/43/8/11413688857-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 9787111684565 ,2023-02-14,其他,¥137.00,¥313.00,4.38折 ,,https://img3m2.ddimg.cn/60/16/11382319932-1_b_2.jpg
Go 语言, Go语言编程之旅(一起用Go做项目) ,2020-06-01,电子工业,¥75.09,¥108.00,6.96折 ,,https://img3m9.ddimg.cn/46/19/1657404289-1_b_1.jpg
Go 语言, Go语言项目开发上手指南 谢伟 Go语言编程基础进阶知识 网络爬虫Web编程GraphQL编程面向接口编程 Go核心知识 ,2021-06-01,机械工业出版社,¥101.00,¥119.00,8.49折 ,,https://img3m2.ddimg.cn/14/16/11433828002-1_b_2.jpg
Go 语言, Go语言趣学指南 go语言入门教程go程序设计语言实战编程学习笔记Go语言开发go语言实战go语言编程技法图书 Go语言 ,,人民邮电出版社,¥63.23,¥69.00,9.17折 ,,https://img3m9.ddimg.cn/39/14/11337582009-1_b_1.jpg
Go 语言, Go语言底层原理剖析(博文视点出品) 郑建勋 编程语言 专业科技 电子工业出版社9787121416620 ,2020-10-09,电子工业出版社,¥58.00,¥79.50,7.3折 ,,https://img3m7.ddimg.cn/90/27/593336097-1_b_2.jpg
Go 语言, GO语言实战+GO语言高 编程+GO web编程 3本图书籍 ,2013-09-01,不详,¥211.25,¥237.80,8.89折 ,,https://img3m4.ddimg.cn/94/30/11320944124-1_b_1.jpg
Go 语言, Head First GO语言程序设计 ,2020-09-01,机械工业,¥105.05,¥149.00,7.06折 ,,https://img3m0.ddimg.cn/52/24/11142940300-1_b_1.jpg
Go 语言, 全2册Go程序设计语言Go语言底层原理剖析计算机相关专业Go语言爱好者阅读高等院校计算机专业师生学习编程语言设计原理全新 温馨提示: 正版保障 贴心售后 收藏商品 优先发货 部分书籍卖价高于定价 介者慎拍. 部分赠品赠完为止。,2020-11-01,东北大学出版社,¥161.13,¥161.13,10折,,https://img3m1.ddimg.cn/96/27/11342444451-1_b_1.jpg
Go 语言, 分布式缓存 原理架构及Go语言实现 从零开始讲解分布式缓存入门教程 实现缓存服务技能 go语言编程教程书 提升缓存服务性 ,,人民邮电出版社,¥41.58,¥49.00,8.49折 ,,https://img3m6.ddimg.cn/87/32/11424177456-1_b_1.jpg
Go 语言, etcd工作笔记(架构分析优化与佳实践)/Go语言与云原生系列9787113282219 正版新书正浩图书专营店 正版图书保证质量 七天无理由退货让您购物无忧,2020-02-01,中国铁道出版社,¥72.30,¥99.00,7.31折 ,,https://img3m4.ddimg.cn/98/13/11418194204-1_b_1.jpg
Go 语言, 团购优惠套装 网正版 Go语言精进之路 从新手到高手的编程思想 方法和技巧 1 2 共2册 白明 编程思维 实践 ,2022-01-01,不详,¥180.32,¥218.00,8.28折 ,,https://img3m2.ddimg.cn/65/19/11337751622-1_b_1.jpg
Go 语言," 【2023新书】深入Go语言 原理关键技术与实战 历冰,朱荣鑫,黄迪璇 Go语言语法 Go语言的实现内幕高级特性实践中的 ",2023-04-01,中国铁道出版社有限公司,¥76.00,¥99.00,7.68折 ,,https://img3m2.ddimg.cn/84/32/11433724122-1_b_2.jpg
Go 语言, etcd工作笔记(架构分析优化与最佳实践)/Go语言与云原生系列 ,2021-10-01,中国铁道,¥69.79,¥99.00,7.05折 ,,https://img3m0.ddimg.cn/47/25/11138806550-1_b_1.jpg
Go 语言, Head First GO语言程序设计 ,2020-09-01,机械工业,¥105.05,¥149.00,7.06折 ,,https://img3m7.ddimg.cn/11/18/11135701577-1_b_1.jpg
Go 语言, 【全新】套装 正版 Go语言精进之路 从新手到高手的编程思想 方法和技巧 1 2 共2册 白明 编程思维 实践L 全新正版，可开发票，团购优惠咨询在线客服,2022-01-01,其他,¥155.99,¥218.00,7.16折 ,,https://img3m2.ddimg.cn/1/22/11437643152-1_b_1.jpg
Go 语言, 【可开发票，量大优惠】Go语言从入门到项目实战（视频版）刘瑜 著 全面细致介绍Go语言语法及具体示例 完整实战项目 电子 正版书籍电子发票，量大优惠，赠品随机送完为止，部分书籍售价高于定价严者慎拍,,电子工业出版社,¥101.28,¥108.00,9.38折 ,,https://img3m3.ddimg.cn/16/9/11390946253-1_b_1.jpg
Go 语言, 【可开发票，量大优惠】Go语言实战/Go语言*级编程/Go Web编程 9787115809575 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,,人民邮电出版社,¥251.47,¥251.47,10折,,https://img3m4.ddimg.cn/39/5/11345000574-1_b_1.jpg
Go 语言, 【可开发票，量大优惠】Go语言设计与实现 go语言实战Go语言核心编程零基础入门web开发计算机网络编程开发入门程序设计 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,2021-11-01,人民邮电出版社,¥92.27,¥139.80,6.61折 ,,https://img3m6.ddimg.cn/43/21/11304777076-1_b_1.jpg
Go 语言, Head First GO语言程序设计 ,2020-09-01,机械工业,¥114.30,¥149.00,7.68折 ,,https://img3m5.ddimg.cn/61/27/1792273885-1_b_1.jpg
Go 语言," Head First Go语言程序设计 (美)杰伊·麦克格瑞恩 著 刘红泉,王佳 译 新华书店正版，关注店铺成为会员可享店铺专属优惠，团购客户请咨询在线客服！",2020-09-01,机械工业出版社,¥98.30,¥149.00,6.6折 ,,https://img3m1.ddimg.cn/84/7/1736576211-1_b_2.jpg
Go 语言, 团购优惠2022新书 GO语言编程从入门到实践 黄永祥 清华大学出版社 程序语言设计核心编程入门教程 实战自学基础入门精 ,2022-06-01,清华大学出版社,¥99.94,¥108.00,9.26折 ,,https://img3m2.ddimg.cn/47/32/11244782882-1_b_1.jpg
Go 语言, 分布式缓存--原理架构及Go语言实现 ,2019-01-01,人民邮电,¥34.20,¥49.00,6.98折 ,,https://img3m9.ddimg.cn/20/18/1445239739-1_b_2.jpg
Go 语言, 【可开发票，量大优惠】Go语言精进之路 1+Go语言精进之路 2 全2册 1编程入门零基础 go语言 电脑编程计算机书籍 部分书籍卖价高于定价，介者慎拍 亲爱的顾客，本店谢绝恶意差评，有问题及时联系客服，赠品随机可开发票,,西安交通大学出版社,¥202.63,¥218.00,9.3折 ,,https://img3m4.ddimg.cn/81/13/11441261484-1_b_1.jpg
Go 语言, Head First GO语言程序设计 ,2020-09-01,机械工业出版社,¥197.00,¥239.00,8.25折 ,,https://img3m5.ddimg.cn/96/16/11416349535-1_b_2.jpg
Go 语言," Head First Go语言程序设计 (美)杰伊·麦克格瑞恩 著 刘红泉,王佳 译 机械工业出版社 编程语言 程序设计 ",2020-09-01,机械工业出版社,¥131.00,¥131.00,10折,,https://img3m9.ddimg.cn/3/35/11250122799-1_b_1.jpg
Go 语言, 分布式缓存--原理架构及Go语言实现 ,2019-01-01,人民邮电,¥34.30,¥49.00,7折 ,,https://img3m5.ddimg.cn/80/12/11037467015-1_b_1.jpg
Go 语言," 【2023新书】深入Go语言 原理关键技术与实战 历冰,朱荣鑫,黄迪璇 Go语言语法 Go语言的实现内幕特性实践中的使用 ",2023-04-01,中国铁道出版社有限公司,¥102.00,¥121.54,8.4折 ,,https://img3m2.ddimg.cn/9/35/11443355262-1_b_1.jpg
Go 语言, etcd工作笔记(架构分析优化与最佳实践)/Go语言与云原生系列 ,2021-10-01,中国铁道,¥69.36,¥99.00,7.01折 ,,https://img3m2.ddimg.cn/76/29/11017282792-1_b_1.jpg
Go 语言, 【百文斋图书】【正版】Go语言从入门到项目实践：超值版 余建熙 出版社 程序语言计算机程序设计 ,2023-04-20,清华大学出版社,¥121.00,¥157.00,7.71折 ,,https://img3m1.ddimg.cn/94/26/11427224881-1_b_2.jpg
Go 语言, Head First Go语言程序设计 高性能网络 多处理 代码惯例技术 共享 自动化测试 Web应用 实践指南 凤凰 ,2020-09-01,机械工业出版社,¥132.47,¥148.76,8.91折 ,,https://img3m7.ddimg.cn/23/29/11385462947-1_b_1.jpg
